hgnc_symbol	hgnc_id
AMOTL2	HGNC:17812
XYLT2	HGNC:15517
GET1P1	HGNC:44010
ARSJ	HGNC:26286
GIPC3	HGNC:18183
UNC5A	HGNC:12567
SH3TC1	HGNC:26009
CCDC124	HGNC:25171
NLRX1	HGNC:29890
HK3	HGNC:4925
C19orf71	HGNC:34496
LINC00239	HGNC:20119
MRPL27	HGNC:14483
SRMP2	HGNC:20034
FKBP8	HGNC:3724
TRMT5	HGNC:23141
RNU6-398P	HGNC:47361
EME1	HGNC:24965
SLC38A6	HGNC:19863
SLC41A3	HGNC:31046
UIMC1	HGNC:30298
SMOC2	HGNC:20323
LRRC59	HGNC:28817
ST20	HGNC:33520
RPL7P46	HGNC:36706
RSPRY1	HGNC:29420
RNA5SP396	HGNC:43296
RHAG	HGNC:10006
GCNT3	HGNC:4205
SGCA	HGNC:10805
GTF2A2	HGNC:4647
DMP1	HGNC:2932
ZNF346	HGNC:16403
LITAF	HGNC:16841
SPP1	HGNC:11255
PIGHP1	HGNC:45152
RPS3AP6	HGNC:18630
CCDC32	HGNC:28295
ZNF346-IT1	HGNC:41423
FAM193B-DT	HGNC:55212
PDZD3	HGNC:19891
TMED9	HGNC:24878
TBC1D3P2	HGNC:27783
GRIN2A	HGNC:4585
SLC16A10	HGNC:17027
LYZL2	HGNC:29613
KXD1	HGNC:28420
CNPY3	HGNC:11968
SVIL2P	HGNC:44959
USP32P4	HGNC:43577
LINC02644	HGNC:54127
DDX10P1	HGNC:44960
ZNF518A	HGNC:29009
TMEM30B	HGNC:27254
EFCAB3	HGNC:26379
SRP54-AS1	HGNC:50643
B4GALT7	HGNC:930
KLHDC3	HGNC:20704
BLNK	HGNC:14211
MINCR	HGNC:51653
FAM177A1	HGNC:19829
RNU6-516P	HGNC:47479
RPUSD2	HGNC:24180
ST3GAL1-DT	HGNC:55372
DENND3-AS1	HGNC:55537
BAALC-AS2	HGNC:28595
RNU7-52P	HGNC:34148
RPS23P7	HGNC:43899
KNL1	HGNC:24054
METTL2A	HGNC:25755
OR1X5P	HGNC:31245
NGDN	HGNC:20271
RNU6-241P	HGNC:47204
CICP20	HGNC:48830
ZCRB1	HGNC:29620
RNU6-326P	HGNC:47289
IGFBP1	HGNC:5469
N4BP3	HGNC:29852
LINC01290	HGNC:50356
RNU6-262P	HGNC:47225
MCPH1-DT	HGNC:55599
EMP2	HGNC:3334
MCAM	HGNC:6934
MRC2	HGNC:16875
LACTB2-AS1	HGNC:27841
RMND5B	HGNC:26181
UBA52	HGNC:12458
MYB	HGNC:7545
TOX-DT	HGNC:55935
TMEM108	HGNC:28451
C16orf82	HGNC:30755
ZNF319	HGNC:13644
ZNF688	HGNC:30489
SNHG6	HGNC:32965
IGFBP3	HGNC:5472
WFS1	HGNC:12762
CENPN	HGNC:30873
MIR7851	HGNC:50127
RNU6-249P	HGNC:47212
RN7SL376P	HGNC:46392
RAD51-AS1	HGNC:48621
IFFO1	HGNC:24970
PKM	HGNC:9021
VTA1P2	HGNC:50484
SLC12A8	HGNC:15595
IARS2P1	HGNC:50474
SOX5P1	HGNC:11202
CNBD1	HGNC:26663
FTLP15	HGNC:37965
TTC4P1	HGNC:12395
DPY19L1P2	HGNC:22851
RPL7AP78	HGNC:55901
FKBP9	HGNC:3725
GMCL2	HGNC:19717
HNRNPAB	HGNC:5034
CYRIB	HGNC:25216
RNU6-446P	HGNC:47409
MIR6756	HGNC:49974
AFF1	HGNC:7135
CNEP1R1	HGNC:26759
GRK2	HGNC:289
TLK2	HGNC:11842
CRLF1	HGNC:2364
RNU6-388P	HGNC:47351
NT5C3A	HGNC:17820
PHYKPL	HGNC:28249
REX1BD	HGNC:26098
TMEM233	HGNC:37219
ITPRIPL2	HGNC:27257
OPA1	HGNC:8140
FGF5	HGNC:3683
RN7SKP197	HGNC:45921
PRDM7	HGNC:9351
PRKAB1	HGNC:9378
TMEM59L	HGNC:13237
ADH7	HGNC:256
PLEKHG4	HGNC:24501
RPS29P14	HGNC:36471
RN7SL505P	HGNC:46521
RNA5SP229	HGNC:43129
RP9	HGNC:10288
ANKRD13D	HGNC:27880
CIT	HGNC:1985
ZNF138	HGNC:12922
RN7SL155P	HGNC:46171
ZNF69	HGNC:13138
YIPF7	HGNC:26825
ZNF700	HGNC:25292
NPFFR2	HGNC:4525
SEPHS1P1	HGNC:42161
EEF1DP4	HGNC:22598
FAM153A	HGNC:29940
ZNF763	HGNC:27614
GARIN1A	HGNC:27998
DENND4B	HGNC:29044
HTT	HGNC:4851
ZNF433-AS1	HGNC:53776
OTUD1	HGNC:27346
KIAA1217	HGNC:25428
IGHV4OR15-8	HGNC:5658
IGHV1OR15-4	HGNC:5566
LHFPL3	HGNC:6589
MIR1268A	HGNC:35336
RNA5SP464	HGNC:43364
RNA5SP465	HGNC:43365
RNA5SP466	HGNC:43366
EIF4BP6	HGNC:37939
LHFPL3-AS1	HGNC:40341
ZNF788P	HGNC:33112
ZNF20	HGNC:12992
SSH3	HGNC:30581
LHFPL3-AS2	HGNC:44106
RN7SL8P	HGNC:10043
RN7SL545P	HGNC:46561
SLC25A40	HGNC:29680
RSL24D1P8	HGNC:37873
RNA5SP467	HGNC:43367
ZNF625-ZNF20	HGNC:48368
GNPTG	HGNC:23026
CRTC2	HGNC:27301
ZNF625	HGNC:30571
VN2R19P	HGNC:33225
RPS16P9	HGNC:35659
KLC3	HGNC:20717
RN7SL495P	HGNC:46511
ODF3L1	HGNC:28735
DBF4	HGNC:17364
DNM1P35	HGNC:35182
PPIAP47	HGNC:53671
CCT6P2	HGNC:35150
EEF1A1P13	HGNC:3196
MIR4313	HGNC:38310
GOLGA6EP	HGNC:55708
RBBP4P1	HGNC:42368
MIR4637	HGNC:41651
OTULIN	HGNC:25118
RN7SL319P	HGNC:46335
DNM1P49	HGNC:47040
RNU6-1232P	HGNC:48195
EEF1B2P2	HGNC:3209
UBE2Q2	HGNC:19248
LINC02219	HGNC:53086
NHP2	HGNC:14377
PPP1R13L	HGNC:18838
RAD9A	HGNC:9827
MIR6737	HGNC:50273
ACSM2B	HGNC:30931
HAVCR2	HGNC:18437
SRI	HGNC:11292
CREB3L4	HGNC:18854
FAM153CP	HGNC:33936
SHC1P2	HGNC:10842
SLC4A1	HGNC:11027
MIR6752	HGNC:50020
PITPNM1	HGNC:9003
RN7SL510P	HGNC:46526
FBXO22	HGNC:13593
SRI-AS1	HGNC:40564
POLR1G	HGNC:24219
STEAP4	HGNC:21923
EEF1B2P7	HGNC:51454
ERCC2	HGNC:3434
KCNJ13	HGNC:6259
KLHL5	HGNC:6356
NGEF	HGNC:7807
ADAM22	HGNC:201
JTB	HGNC:6201
NRG4	HGNC:29862
ACSM5P1	HGNC:51295
ACSM3	HGNC:10522
ADH5	HGNC:253
RAB13	HGNC:9762
RN7SL507P	HGNC:46523
RUNDC3A-AS1	HGNC:51344
RNU6-453P	HGNC:47416
NEU2	HGNC:7759
RUNDC3A	HGNC:16984
H3P6	HGNC:42980
CHRNA1	HGNC:1955
RPS27	HGNC:10416
CDK2AP2	HGNC:30833
THUMPD1	HGNC:23807
RNU6-179P	HGNC:47142
RPS7P2	HGNC:36079
MIR5698	HGNC:43487
C1orf52	HGNC:24871
NUP35P1	HGNC:52370
MIR603	HGNC:32859
RPL23P11	HGNC:36457
LINC02629	HGNC:54108
ETFA	HGNC:3481
PARD3	HGNC:16051
BCL10-AS1	HGNC:55868
RNU6-944P	HGNC:47907
CABP2	HGNC:1385
REXO5	HGNC:24661
SLC25A39	HGNC:24279
CEP104	HGNC:24866
RCHY1	HGNC:17479
ARL5A	HGNC:696
GSTP1	HGNC:4638
MIR1178	HGNC:35259
RPL35AP30	HGNC:36751
MLF2	HGNC:7126
NPLP1	HGNC:54747
NDUFV1-DT	HGNC:26915
DHX57	HGNC:20086
NDUFV1	HGNC:7716
ACSM1	HGNC:18049
ASS1P2	HGNC:765
RNU6-851P	HGNC:47814
RN7SL96P	HGNC:46112
SOS1-IT1	HGNC:41385
RNU6-198P	HGNC:47161
HSPE1P13	HGNC:49332
ZNF649-AS1	HGNC:51285
FNBP1P1	HGNC:44528
BOLA3	HGNC:24415
ZNF649	HGNC:25741
GRN	HGNC:4601
ABAT	HGNC:23
MOB1A	HGNC:16015
ZNF613	HGNC:25827
PHB2	HGNC:30306
MTHFD2	HGNC:7434
PIK3R1	HGNC:8979
ZNF350	HGNC:16656
C4orf54	HGNC:27741
UGT2B17	HGNC:12547
DFFB	HGNC:2773
DNM2	HGNC:2974
NUDT8	HGNC:8055
TACC3	HGNC:11524
ACY3	HGNC:24104
RPL37P2	HGNC:17092
UNC93B5	HGNC:34051
NFYB	HGNC:7805
OR7E145P	HGNC:19618
OR7E11P	HGNC:8382
EVA1CP4	HGNC:55738
SLC22A6	HGNC:10970
FAM171A2	HGNC:30480
RNA5SP370	HGNC:43270
LINC02385	HGNC:53309
RPL18AP3	HGNC:31387
EID3	HGNC:32961
RNFT2	HGNC:25905
USP37	HGNC:20063
RPL7L1P5	HGNC:39487
OR13Z1P	HGNC:31240
ITGA2B	HGNC:6138
OR13Z2P	HGNC:31241
OR13Z3P	HGNC:31242
ACP6	HGNC:29609
OR1M1	HGNC:8220
OR7G1	HGNC:8465
OR7G15P	HGNC:31313
RN7SL743P	HGNC:46759
OR7G3	HGNC:8467
RNU7-63P	HGNC:34159
ZNF317	HGNC:13507
TMEM186	HGNC:24530
HMGA2	HGNC:5009
CXCL13	HGNC:10639
CARHSP1	HGNC:17150
TRIML2	HGNC:26378
SLC22A8	HGNC:10972
RN7SL258P	HGNC:46274
OR7D2	HGNC:8378
ELOCP29	HGNC:49170
OR7E16P	HGNC:8387
OR7E25P	HGNC:8397
OR7D4	HGNC:8380
CIC	HGNC:14214
RN7SL654P	HGNC:46670
C1orf21-DT	HGNC:55249
C1orf21	HGNC:15494
GOLGA8S	HGNC:44409
PRKG2	HGNC:9416
CNOT2	HGNC:7878
GOLGA8A	HGNC:31972
GSAP	HGNC:28042
TUBAP7	HGNC:54874
RPL29P22	HGNC:35675
CCND2P1	HGNC:1584
SLC22A9	HGNC:16261
GPR156	HGNC:20844
KCNAB1	HGNC:6228
TRIM5	HGNC:16276
ADGRL3	HGNC:20974
CARHSP1-DT	HGNC:55361
USP7-AS1	HGNC:55379
RNU6-430P	HGNC:47393
MRPL28	HGNC:14484
NOP10	HGNC:14378
RN7SKP38	HGNC:45762
CNOT9	HGNC:10445
CPLX2	HGNC:2310
MEIS2	HGNC:7001
PLEKHF1	HGNC:20764
GCNT1P5	HGNC:37975
OR7A17	HGNC:8363
PTPN12	HGNC:9645
OR7A18P	HGNC:15399
DMPK	HGNC:2933
MRPL57P1	HGNC:29686
HSPA6	HGNC:5239
RPS23P10	HGNC:48342
HSPA7	HGNC:5240
RPS23P9	HGNC:48341
RPL31P11	HGNC:35849
PROK1	HGNC:18454
FAM153B	HGNC:27323
PGAP6	HGNC:17205
CYMP	HGNC:2588
CYMP-AS1	HGNC:52509
KCNA10	HGNC:6219
ARFIP2	HGNC:17160
NRBF2P3	HGNC:44606
OR11I1P	HGNC:14997
KCNA2	HGNC:6220
RNU6-136P	HGNC:47099
PLCD4	HGNC:9062
NWD1	HGNC:27619
LINC02774	HGNC:27923
RN7SL148P	HGNC:46164
RUSC1-AS1	HGNC:26680
NME4	HGNC:7852
MIR555	HGNC:32811
RNU6-106P	HGNC:47069
ASH1L-IT1	HGNC:41449
RNU6-1297P	HGNC:48260
POU5F1P4	HGNC:33310
DAP3P1	HGNC:17624
PWWP2A	HGNC:29406
FDPS	HGNC:3631
TIMM10B	HGNC:4022
PTCD2	HGNC:25734
ELOBP4	HGNC:39722
RPL37P18	HGNC:35919
RPS12P16	HGNC:36595
PARD3-DT	HGNC:44964
SS18L2P1	HGNC:44965
TPP1	HGNC:2073
CGGBP1	HGNC:1888
RNU6-847P	HGNC:47810
RNU6-193P	HGNC:47156
PRDX2P2	HGNC:44967
ANKRD30A	HGNC:17234
BCS1L	HGNC:1020
FERD3L	HGNC:16660
CYREN	HGNC:22432
ZNF654	HGNC:25612
FAM245B	HGNC:54133
RNU6ATAC6P	HGNC:46905
AGAP13P	HGNC:23499
FAM21EP	HGNC:45010
SCN5A	HGNC:10593
CNNM1	HGNC:102
VAMP1	HGNC:12642
RNF14P4	HGNC:54672
TMEM140	HGNC:21870
SIN3B	HGNC:19354
MIR378J	HGNC:49979
WDR91	HGNC:24997
GOT1	HGNC:4432
GPSM2	HGNC:29501
AFAP1L2	HGNC:25901
HNRNPA1	HGNC:5031
RNU6-489P	HGNC:47452
ERAL1	HGNC:3424
MT1G	HGNC:7399
YBX1P5	HGNC:42426
ZNF366	HGNC:18316
DAPK2	HGNC:2675
TLE7	HGNC:53648
LINC02056	HGNC:52898
RNF25	HGNC:14662
GPX3	HGNC:4555
ZNF19	HGNC:12981
MIR6509	HGNC:50207
SLC23A4P	HGNC:20602
TMEM106B	HGNC:22407
F2RL3	HGNC:3540
RN7SL384P	HGNC:46400
MIR451A	HGNC:32053
TNIP1	HGNC:16903
MIR451B	HGNC:41655
RPL5P25	HGNC:35493
MIR144	HGNC:31531
MIR4732	HGNC:41639
FLOT2	HGNC:3758
OPTN	HGNC:17142
SNURF	HGNC:11171
CPAMD8	HGNC:23228
STK36	HGNC:17209
PAK6	HGNC:16061
SSBL5P	HGNC:54986
TAS2R2P	HGNC:20615
CHST4	HGNC:1972
OR2A3P	HGNC:8231
OR2AO1P	HGNC:31247
OR2A42	HGNC:31230
OR2A20P	HGNC:15413
RNU6-1061P	HGNC:48024
TAT-AS1	HGNC:51369
TAT	HGNC:11573
ARHGEF35-AS1	HGNC:41292
RN7SL835P	HGNC:46851
RN7SL823P	HGNC:46839
HAUS8	HGNC:30532
ARHGEF34P	HGNC:38086
OR2A9P	HGNC:8236
OR2A1-AS1	HGNC:49168
MARVELD3	HGNC:30525
RNU6-145P	HGNC:47108
MIR4450	HGNC:41725
MIR548AH	HGNC:41605
PHLPP2	HGNC:29149
SGMS2	HGNC:28395
OR2A1	HGNC:8229
RN7SKP247	HGNC:45971
DYNLT4	HGNC:32315
RNU1-114P	HGNC:48456
RNVU1-17	HGNC:48322
RNVU1-23	HGNC:48434
RNVU1-18	HGNC:37496
FAM91A3P	HGNC:32273
LINC02591	HGNC:53901
RNU1-143P	HGNC:48485
PDE4DIPP3	HGNC:55082
KIAA1109	HGNC:26953
DHRS13	HGNC:28326
FCGR1CP	HGNC:3615
H2BP2	HGNC:20654
RPL22P5	HGNC:37022
SRGAP2D	HGNC:43932
IGKV1OR1-1	HGNC:5764
SNRPGP5	HGNC:39324
BTBD7P1	HGNC:44875
RPL36AP36	HGNC:36326
MCM10	HGNC:18043
KCNK2	HGNC:6277
OR10A4	HGNC:15130
FADS2	HGNC:3575
CBARP-DT	HGNC:55285
ATP5F1D	HGNC:837
IRAIN	HGNC:50365
VPS13C-DT	HGNC:55425
TTLL4	HGNC:28976
C2CD4A	HGNC:33627
PHF12	HGNC:20816
NPM1P47	HGNC:45226
C2CD4B	HGNC:33628
PPIAP83	HGNC:53707
RNU6ATAC40P	HGNC:46939
RNU6-208P	HGNC:47171
OR2A25	HGNC:19562
SNORA70D	HGNC:34356
OR2A41P	HGNC:31246
OR2A12	HGNC:15082
GOLGA2P11	HGNC:26788
AP1G1	HGNC:555
OR2A15P	HGNC:15085
OR2A13P	HGNC:15083
RBM33-DT	HGNC:56024
MIR8067	HGNC:49934
MIR1272	HGNC:35339
PIF1	HGNC:26220
RBM33	HGNC:27223
SCN1B	HGNC:10586
RO60	HGNC:11313
RNU6-6P	HGNC:10228
UCMA	HGNC:25205
TRMT112	HGNC:26940
SHH	HGNC:10848
SHISA7	HGNC:35409
PHYH	HGNC:8940
KICS2	HGNC:26517
ZNF180	HGNC:12970
CYP27A1	HGNC:2605
RNU6-1009P	HGNC:47972
RNU5A-7P	HGNC:42529
CREBZF	HGNC:24905
C12orf56	HGNC:26967
LINC00244	HGNC:13245
RNF32	HGNC:17118
PLEKHO2	HGNC:30026
OR4D10	HGNC:15173
NCR3LG1	HGNC:42400
FDXR	HGNC:3642
SDHCP4	HGNC:45179
MIR9500	HGNC:50841
RPL23AP31	HGNC:35777
ZBTB16	HGNC:12930
MIR4439	HGNC:41622
DIRC1	HGNC:15760
ANKDD1A	HGNC:28002
NFU1	HGNC:16287
OOEPP2	HGNC:54934
ATP6V1E1P3	HGNC:858
XPOT	HGNC:12826
RBISP1	HGNC:51355
PNMA8C	HGNC:53427
ZNF438	HGNC:21029
USH1C	HGNC:12597
FXYD3	HGNC:4027
RNA5SP302	HGNC:43202
SUV39H2	HGNC:17287
GOLGA8K	HGNC:38652
CASQ2	HGNC:1513
RN7SL604P	HGNC:46620
SNORA36C	HGNC:33616
RPL36AP16	HGNC:36416
B3GALNT1P1	HGNC:51302
SYT6	HGNC:18638
RNF32-AS1	HGNC:40798
ZNF142	HGNC:12927
RASSF3-DT	HGNC:55489
LMBR1	HGNC:13243
MIR548Z	HGNC:38929
MIR548C	HGNC:32800
ULK4P1	HGNC:15775
MEIG1	HGNC:23429
DCTN2	HGNC:2712
ASB9P1	HGNC:20972
OR7E110P	HGNC:15126
CHASERR	HGNC:48626
OR7E26P	HGNC:8398
OR7E115P	HGNC:15127
DCLRE1CP1	HGNC:44877
DCLRE1C	HGNC:17642
TSACC	HGNC:30636
CHD2	HGNC:1917
CACNB4	HGNC:1404
TP63	HGNC:15979
CFAP57	HGNC:26485
OR7E103P	HGNC:19587
UNC93B4	HGNC:13484
OR7E99P	HGNC:15059
OR7E43P	HGNC:8417
OTOP1	HGNC:19656
OLFM2	HGNC:17189
TMEM128	HGNC:28201
ZBTB49	HGNC:19883
OTOG	HGNC:8516
RNU4-31P	HGNC:46967
NOM1	HGNC:13244
FADS6	HGNC:30459
USH1G	HGNC:16356
MNX1	HGNC:4979
STX18	HGNC:15942
OTOP2	HGNC:19657
EBNA1BP2	HGNC:15531
DIABLO	HGNC:21528
C19orf85	HGNC:53653
SHC2	HGNC:29869
MNX1-AS2	HGNC:40278
MNX1-AS1	HGNC:48954
OTOP3	HGNC:19658
RPS27AP12	HGNC:35732
SNORD71	HGNC:32732
GCK	HGNC:4195
OLFML1	HGNC:24473
HID1	HGNC:15736
WARS2	HGNC:12730
PHB1P21	HGNC:51554
THSD8	HGNC:53785
MEX3D	HGNC:16734
PACC1	HGNC:25593
PPFIBP2	HGNC:9250
CERS1	HGNC:14253
FAM76A	HGNC:28530
RNA5SP427	HGNC:43327
HID1-AS1	HGNC:51181
CDR2L	HGNC:29999
SLC6A2	HGNC:11048
CGB8	HGNC:16453
MRPL58	HGNC:5359
STX18-IT1	HGNC:41415
ZNF415	HGNC:20636
RPS7P15	HGNC:48878
RNU6-362P	HGNC:47325
ATP5PD	HGNC:845
NSG1	HGNC:18790
RN7SL573P	HGNC:46589
RPL32P17	HGNC:36251
OR1D2	HGNC:8183
C7orf33	HGNC:21724
NACA2	HGNC:23290
INTS2	HGNC:29241
EZH2	HGNC:3527
USP5	HGNC:12628
GLRX2	HGNC:16065
KCNA7	HGNC:6226
LINC02260	HGNC:27956
KIT	HGNC:6342
CYP4F11	HGNC:13265
USP33	HGNC:20059
PDGFRL2P	HGNC:54778
MIR3175	HGNC:38299
CCDC69	HGNC:24487
RGMA	HGNC:30308
VN1R1	HGNC:13548
RNU7-20P	HGNC:34116
LMTK3	HGNC:19295
RN7SL569P	HGNC:46585
PTPRB	HGNC:9665
SETP3	HGNC:31115
SEPTIN4-AS1	HGNC:51345
RNY4	HGNC:10244
RNY3	HGNC:10243
RNY1	HGNC:10242
GHET1	HGNC:49425
RNU6-650P	HGNC:47613
COX6B1P1	HGNC:2281
MTMR4	HGNC:7452
KCNH2	HGNC:6251
GM2A	HGNC:4367
SLC36A3	HGNC:19659
MASP1	HGNC:6901
MAN2B2	HGNC:29623
CGB3	HGNC:1886
YBX2P2	HGNC:54721
BNIP2	HGNC:1083
MIER2	HGNC:29210
SLC36A2	HGNC:18762
ZNF266	HGNC:13059
CCDC146	HGNC:29296
BRIP1	HGNC:20473
HDDC3	HGNC:30522
ATP6V1G1P5	HGNC:37672
SLC36A1	HGNC:18761
LINC02482	HGNC:53458
CYB5R2	HGNC:24376
S100P	HGNC:10504
RNU6-678P	HGNC:47641
UNC45A	HGNC:30594
RNA5SP140	HGNC:43040
TF	HGNC:11740
RNF225	HGNC:51249
MRFAP1L1	HGNC:28796
BLOC1S4	HGNC:24206
KIAA0232	HGNC:28992
SMARCA4	HGNC:11100
MIR4650-2	HGNC:41810
RN7SL377P	HGNC:46393
RN7SL625P	HGNC:46641
NSUN5P2	HGNC:16609
CES1P2	HGNC:48928
LINC02481	HGNC:27958
C4orf48	HGNC:34437
RPL6P12	HGNC:35681
PPIAP50	HGNC:53674
TRIM74	HGNC:17453
PUM1	HGNC:14957
NEK1	HGNC:7744
CLEC3A	HGNC:2052
STAG3L3	HGNC:33845
KRT8P22	HGNC:33374
RNA5SP197	HGNC:43097
SLCO2A1	HGNC:10955
PDLIM7	HGNC:22958
WWOX	HGNC:12799
PMS2P7	HGNC:33515
PMS2P8	HGNC:33516
PMS2P14	HGNC:55747
PMS2P6	HGNC:33514
PHB1P5	HGNC:39284
STAG3L2	HGNC:33886
OR3A1	HGNC:8282
OR10AB1P	HGNC:14804
OR3A4P	HGNC:15510
OR5P4P	HGNC:15295
HPF1	HGNC:26051
OR5P1P	HGNC:14779
OR1AC1P	HGNC:31243
BUD13	HGNC:28199
OR1E1	HGNC:8189
OR3A3	HGNC:8284
OR1E2	HGNC:8190
SPATA22	HGNC:30705
GPX1	HGNC:4553
DDX60L	HGNC:26429
PMS2P5	HGNC:9130
H3P13	HGNC:43804
PHB1P6	HGNC:39285
PEX5L-AS1	HGNC:41251
PEX5L-AS2	HGNC:41252
RCCD1-AS1	HGNC:54811
BUD13-DT	HGNC:55834
PMS2P13	HGNC:55748
RCCD1	HGNC:30457
ZPR1	HGNC:13051
UQCRHP4	HGNC:38047
PMS2P10	HGNC:9124
MDFIC2	HGNC:53442
PMS2P2	HGNC:9127
CPB1	HGNC:2299
FAS	HGNC:11920
ZNF853	HGNC:21767
ZNF316	HGNC:13843
ZNF12	HGNC:12902
PRC1	HGNC:9341
PMS2CL	HGNC:30061
WWOX-AS1	HGNC:53169
LSM3P5	HGNC:44350
SPDYE20P	HGNC:51516
UGT2A3P7	HGNC:39429
ABHD11	HGNC:16407
ASPA	HGNC:756
UGT2A2	HGNC:28183
AGTR1	HGNC:336
RPS3P7	HGNC:36056
CCDC158	HGNC:26374
TTC23L-AS1	HGNC:55215
RPL21P54	HGNC:35552
RAD1	HGNC:9806
FLNB-AS1	HGNC:40239
ALOX12	HGNC:429
DNASE1L3	HGNC:2959
RNA5SP431	HGNC:43331
BRIX1	HGNC:24170
TIGD2	HGNC:18333
ERCC4	HGNC:3436
RNU6-907P	HGNC:47870
RNASEK	HGNC:33911
RBPJ	HGNC:5724
APOA5	HGNC:17288
MUC3A	HGNC:7513
ABHD6	HGNC:21398
APOA4	HGNC:602
RNASEK-C17orf49	HGNC:44419
PRC1-AS1	HGNC:48587
APOC3	HGNC:610
MUC17	HGNC:16800
C17orf49	HGNC:28737
TMEM198	HGNC:33704
CENPH	HGNC:17268
VPS33B	HGNC:12712
RPS26P52	HGNC:36863
RPP14	HGNC:30327
LINC02186	HGNC:53048
ITPRIPL1	HGNC:29371
TVP23CP2	HGNC:44647
APOA1	HGNC:600
CCDC74A	HGNC:25197
RN7SKP54	HGNC:45778
TRIM56	HGNC:19028
NHP2P2	HGNC:22797
RPL27AP5	HGNC:36420
PXK	HGNC:23326
HOXA1	HGNC:5099
MIR497HG	HGNC:39523
GCNT4	HGNC:17973
MIR195	HGNC:31566
MIR497	HGNC:32088
BCL6B	HGNC:1002
ANKRD31	HGNC:26853
HOTAIRM1	HGNC:37117
HOXA2	HGNC:5103
HOXA-AS2	HGNC:43745
APOA1-AS	HGNC:40079
SIK3	HGNC:29165
POC5	HGNC:26658
SLC16A13	HGNC:31037
HOXA4	HGNC:5105
TNFRSF25	HGNC:11910
CLEC10A	HGNC:16916
HOXA-AS3	HGNC:43748
HOXA5	HGNC:5106
HOXA6	HGNC:5107
POTEJ	HGNC:37094
HOXA7	HGNC:5108
HOXA9	HGNC:5109
TBC1D8	HGNC:17791
HOXA10-AS	HGNC:40281
MIR196B	HGNC:31790
HOXA11	HGNC:5101
HOXA11-AS	HGNC:24957
RPL7AP64	HGNC:35821
ASGR1	HGNC:742
CD27	HGNC:11922
VPS33B-DT	HGNC:51413
HOXA13	HGNC:5102
PIANP	HGNC:25338
HOTTIP	HGNC:37461
FBXO41	HGNC:29409
SV2B	HGNC:16874
EVX1-AS	HGNC:40223
EVX1	HGNC:3506
PPL	HGNC:9273
C4orf3	HGNC:19225
GTF2IP4	HGNC:51716
FABP2	HGNC:3556
RNU6-680P	HGNC:47643
SLC25A5P9	HGNC:35468
ATP5MC3	HGNC:843
BIN2P2	HGNC:43661
KLHL2P1	HGNC:44046
NCF1B	HGNC:32522
SAP18P1	HGNC:51567
RNU4-33P	HGNC:46969
SV2C-AS1	HGNC:55583
FRS2	HGNC:16971
SV2C	HGNC:30670
USP53	HGNC:29255
GTF2IRD2P1	HGNC:33127
UBE2Q2P12	HGNC:49523
GOLGA6L5P	HGNC:30472
PTMA	HGNC:9623
POM121B	HGNC:34004
DLG4	HGNC:2903
NSUN5	HGNC:16385
UBE2Q2P1	HGNC:37439
IL2RA	HGNC:6008
LINC00933	HGNC:48625
RNA5SP186	HGNC:43086
RAP1BL	HGNC:55079
SEC14L5	HGNC:29032
HMGN2P4	HGNC:33567
PDCD5P2	HGNC:49886
RFC1	HGNC:9969
IQGAP2	HGNC:6111
ZSCAN2	HGNC:20994
RPL7AP77	HGNC:55900
TRIM50	HGNC:19017
ALG1	HGNC:18294
RPL32P23	HGNC:36007
RBM17	HGNC:16944
RNY4P6	HGNC:34055
OR56A3	HGNC:14786
OR51M1	HGNC:14847
FKBP6	HGNC:3722
OR51I2	HGNC:15201
BSCL2	HGNC:15832
EGLN1P1	HGNC:44481
WDR73	HGNC:25928
NRP2	HGNC:8005
PFKFB3	HGNC:8874
CCDC78	HGNC:14153
RERGL	HGNC:26213
RNU6-1080P	HGNC:48043
COL25A1	HGNC:18603
HMGN2P11	HGNC:4990
HNRNPA1P8	HGNC:39126
HSPA8P16	HGNC:44931
SEMA3D	HGNC:10726
SLC2A14	HGNC:18301
OR52K2	HGNC:15223
OR52K1	HGNC:15222
OR52M2P	HGNC:15226
CCDC87	HGNC:25579
CCS	HGNC:1613
GTF2I-AS1	HGNC:55572
PHB1P15	HGNC:39294
CASTOR2	HGNC:37073
SLC5A9	HGNC:22146
RCC1L	HGNC:14948
NMB	HGNC:7842
RASGEF1B	HGNC:24881
LINC00923	HGNC:28088
ERN2	HGNC:16942
LINC00924	HGNC:27081
ADAMTS7P4	HGNC:49410
RNU4-39P	HGNC:46975
RBM14	HGNC:14219
LINC02248	HGNC:53147
FZD9	HGNC:4047
SPDYE19P	HGNC:51515
TMC3-AS1	HGNC:51424
RBAK	HGNC:17680
ABCB5	HGNC:46
MIR9-3HG	HGNC:27388
SCFD2	HGNC:30676
RBM14-RBM4	HGNC:38840
S100Z	HGNC:30367
RCOR3	HGNC:25594
RNU6ATAC36P	HGNC:46935
CRHBP	HGNC:2356
ARAP2	HGNC:16924
RBM4	HGNC:9901
CHP2	HGNC:24927
PDHB	HGNC:8808
PRKCB	HGNC:9395
AGGF1	HGNC:24684
RBM4B	HGNC:28842
RN7SKP78	HGNC:45802
MIR3155A	HGNC:38245
MIR3155B	HGNC:50003
SDCBPP1	HGNC:44684
PALD1	HGNC:23530
BAZ2A	HGNC:962
RN7SL12P	HGNC:46028
